State,Constituency,Candidate,Party,Total Votes,% of Votes,Result
Tamil Nadu,Viluppuram,ANBALAGAN T,Independent,1314,0.12,Lost
Tamil Nadu,Viluppuram,GANAPATHY N,Independent,58019,5.11,Lost
Tamil Nadu,Viluppuram,KATHIRVEL M,Independent,995,0.09,Lost
Tamil Nadu,Viluppuram,DESINGU A,Independent,1350,0.12,Lost
Tamil Nadu,Viluppuram,RAJASEKARAN M,Independent,4322,0.38,Lost
Tamil Nadu,Viluppuram,NOTA,None of the Above,11943,1.05,Lost
Tamil Nadu,Virudhunagar,"ALAGARSAMY, R.",Desiya Murpokku Dravida Kazhagam,316329,29.43,Lost
Tamil Nadu,Virudhunagar,"PERUMALSAMY, M.",Bahujan Samaj Party,3770,0.35,Lost
Tamil Nadu,Virudhunagar,"MANICKAM TAGORE, B.",Indian National Congress,470883,43.81,Lost
Tamil Nadu,Virudhunagar,"ARULMOZHITHEVAN, K.",Naam Tamilar Katchi,53040,4.94,Lost
Tamil Nadu,Virudhunagar,"KAVITHA, A.",Ahila India Dhayaga Makkal Munnetra Katchi,1765,0.16,Lost
Tamil Nadu,Virudhunagar,"SAKKARAVARTHY, P.",All India Puratchi Thalaivar Makkal Munnettra Kazhagam,2764,0.26,Lost
Tamil Nadu,Virudhunagar,"PACKIARAJ, E.",Tamil Nadu Ilangyar Katchi,1545,0.14,Lost
Tamil Nadu,Virudhunagar,"MANIKANDAN, R.",Ezhuchi Tamilargal Munnetra Kazhagam,1969,0.18,Lost
Tamil Nadu,Virudhunagar,"MUNIYASAMY, V.",Makkal Needhi Maiam,57129,5.32,Lost
Tamil Nadu,Virudhunagar,"ALAGARSAMY, N.",Independent,3740,0.35,Lost
Tamil Nadu,Virudhunagar,"ELANGO, S.",Independent,937,0.09,Lost
Tamil Nadu,Virudhunagar,"UMAYORUBAGAM, M.",Independent,789,0.07,Lost
Tamil Nadu,Virudhunagar,"GANESHKUMAR, S.",Independent,1624,0.15,Lost
Tamil Nadu,Virudhunagar,"KALYANASUNDARAM, A.",Independent,2487,0.23,Lost
Tamil Nadu,Virudhunagar,"GOVINDAN, A.",Independent,4199,0.39,Lost
Tamil Nadu,Virudhunagar,"SANKARANARAYANAN, N.",Independent,3705,0.34,Lost
Tamil Nadu,Virudhunagar,"SABARI PONRAJ, B.",Independent,5666,0.53,Lost
Tamil Nadu,Virudhunagar,"SUGAN RAJEEV, M.",Independent,2436,0.23,Lost
Tamil Nadu,Virudhunagar,"SENTHILKUMAR, S.",Independent,2717,0.25,Lost
Tamil Nadu,Virudhunagar,"SELVAKUMAR, M.",Independent,846,0.08,Lost
Tamil Nadu,Virudhunagar,"ADVOCATE.THANGAPANDIAN, M.",Independent,1502,0.14,Lost
Tamil Nadu,Virudhunagar,"Dr.DHANUSHKODI, M.",Independent,3118,0.29,Lost
Tamil Nadu,Virudhunagar,"THIAGARAJAN, P.I.D.",Independent,853,0.08,Lost
Tamil Nadu,Virudhunagar,"PARAMASIVA IYYAPPAN, S.",Independent,107615,10.01,Lost
Tamil Nadu,Virudhunagar,"PALANICHAMY KUDUMBAR, P.",Independent,1065,0.1,Lost
Tamil Nadu,Virudhunagar,"BACKIYARAJ, K.",Independent,825,0.08,Lost
Tamil Nadu,Virudhunagar,"BALACHANDAR, N.",Independent,1814,0.17,Lost
Tamil Nadu,Virudhunagar,"VALLINAYAGAM, N.",Independent,2311,0.22,Lost
Tamil Nadu,Virudhunagar,NOTA,None of the Above,17292,1.61,Lost
Telangana,Adilabad,Godam Nagesh,Telangana Rashtra Samithi,318814,29.97,Lost
Telangana,Adilabad,RATHOD RAMESH,Indian National Congress,314238,29.54,Lost
Telangana,Adilabad,SOYAM BAPU RAO,Bharatiya Janata Party,377374,35.48,Lost
Telangana,Adilabad,KUMRAM VANDANA,Nava Praja Rajyam Party,8007,0.75,Lost
Telangana,Adilabad,Dharavath Narendhar Naik,Janasena Party,5241,0.49,Lost
Telangana,Adilabad,Pawar Krishna,Rashtriya Jankranti Party,2705,0.25,Lost
Telangana,Adilabad,Bheemrao,Ambedkarite Party of India,6837,0.64,Lost
Telangana,Adilabad,Aare Ellanna,Independent,3019,0.28,Lost
Telangana,Adilabad,Kumra Raju,Independent,4388,0.41,Lost
Telangana,Adilabad,Ganta Pentanna,Independent,4548,0.43,Lost
Telangana,Adilabad,Nethavath Ramdas,Independent,5523,0.52,Lost
Telangana,Adilabad,NOTA,None of the Above,13036,1.23,Lost
Telangana,Bhongir,Komati Reddy Venkat Reddy,Indian National Congress,532795,43.94,Lost
Telangana,Bhongir,Goda Sri Ramulu,Communist Party of India,28153,2.32,Lost
Telangana,Bhongir,Dr. Boora Narsaiah Goud,Telangana Rashtra Samithi,527576,43.51,Lost
Telangana,Bhongir,P.V. Shyam Sunder Rao,Bharatiya Janata Party,65457,5.4,Lost
Telangana,Bhongir,Kotha Kistaiah,Ambedkar National Congress,1648,0.14,Lost
Telangana,Bhongir,S.V. Ramana Rao,Samajwadi Forward Bloc,1158,0.1,Lost
Telangana,Bhongir,Samrat Narender Boilla,Republican Party of India,1416,0.12,Lost
Telangana,Bhongir,Devaram Nayak Sapavat,Independent,1564,0.13,Lost
Telangana,Bhongir,Bhimanaboina Ramesh Yadav,Independent,4036,0.33,Lost
Telangana,Bhongir,Morigadi Krishna,Independent,1960,0.16,Lost
Telangana,Bhongir,Sri Ramulu Muthyala,Independent,3068,0.25,Lost
Telangana,Bhongir,Singapaka Lingam,Independent,27973,2.31,Lost
Telangana,Bhongir,Seeka Balraj Goud,Independent,3806,0.31,Lost
Telangana,Bhongir,NOTA,None of the Above,12021,0.99,Lost
Telangana,CHEVELLA,Konda Vishweshwar Reddy,Indian National Congress,513831,39.52,Lost
Telangana,CHEVELLA,Dr. G. Ranjith Reddy,Telangana Rashtra Samithi,528148,40.62,Lost
Telangana,CHEVELLA,B. Janardhan Reddy,Bharatiya Janata Party,201960,15.53,Lost
Telangana,CHEVELLA,Vijay Aarya,Bahujan Samaj Party,4860,0.37,Lost
Telangana,CHEVELLA,Giri Kummari,Pyramid Party of India,859,0.07,Lost
Telangana,CHEVELLA,Korra Pandu Naik,Bahujan Mukti Party,767,0.06,Lost
Telangana,CHEVELLA,Gurram Papi Reddy,Ambedkar National Congress,607,0.05,Lost
Telangana,CHEVELLA,Chepuri Raju,Dalita Bahujana Party,1103,0.08,Lost
Telangana,CHEVELLA,Nalla Prem Kumar,Prem Janata Dal,1223,0.09,Lost
Telangana,CHEVELLA,Palamakula Madhu,India Praja Bandhu Party,1114,0.09,Lost
Telangana,CHEVELLA,Baswaiah Madiga,Prajaa Swaraaj Party,4179,0.32,Lost
Telangana,CHEVELLA,Bennala Julee,National Women's Party,2155,0.17,Lost
Telangana,CHEVELLA,Ragam Sathesh Yadav,All India Forward Bloc,1458,0.11,Lost
Telangana,CHEVELLA,Ija Venkatesh Goud,Social Justice Party of India,1523,0.12,Lost
Telangana,CHEVELLA,Vanam Sudhakar,Marxist Communist Party of India (United),6226,0.48,Lost
Telangana,CHEVELLA,A.A. Sabri,Independent,4514,0.35,Lost
Telangana,CHEVELLA,Anusha Keshavabhatla,Independent,3860,0.3,Lost
Telangana,CHEVELLA,Yedla Suresh,Independent,6732,0.52,Lost
Telangana,CHEVELLA,Jaidupally Yadaiah,Independent,1396,0.11,Lost
Telangana,CHEVELLA,T. Durga Prasad,Independent,1078,0.08,Lost
Telangana,CHEVELLA,P. Purushotham,Independent,1805,0.14,Lost
Telangana,CHEVELLA,G. Ravi Kumar Yadav,Independent,781,0.06,Lost
Telangana,CHEVELLA,Sanem Raju Goud,Independent,771,0.06,Lost
Telangana,CHEVELLA,NOTA,None of the Above,9244,0.71,Lost
Telangana,Hyderabad,ASADUDDIN OWAISI,All India Majlis-E-Ittehadul Muslimeen,517471,58.95,Lost
Telangana,Hyderabad,PUSTHE SRIKANTH,Telangana Rashtra Samithi,63239,7.2,Lost
Telangana,Hyderabad,Dr. BHAGAVANTH RAO,Bharatiya Janata Party,235285,26.8,Lost
Telangana,Hyderabad,MOHAMMED FEROZ KHAN,Indian National Congress,49944,5.69,Lost
Telangana,Hyderabad,DORNALA JAYA PRAKASH,New India Party,699,0.08,Lost
Telangana,Hyderabad,RANGACHARYA,Samajwadi Forward Bloc,408,0.05,Lost
Telangana,Hyderabad,L. ASHOK NATH,Independent,416,0.05,Lost
Telangana,Hyderabad,K. NAGARAJ,Independent,414,0.05,Lost
Telangana,Hyderabad,V. BAL KRISHNA,Independent,433,0.05,Lost
Telangana,Hyderabad,BEERAMGANTI VENKAT RAMESH NAIDU,Independent,399,0.05,Lost
Telangana,Hyderabad,MOHAMMED ABDUL AZEEM,Independent,329,0.04,Lost
Telangana,Hyderabad,MOHD AHMED,Independent,494,0.06,Lost
Telangana,Hyderabad,K. MAHESHWAR,Independent,420,0.05,Lost
Telangana,Hyderabad,SANJAY KUMAR SHUKLA,Independent,553,0.06,Lost
Telangana,Hyderabad,Dr. H. SUSHEEL RAJ,Independent,1715,0.2,Lost
Telangana,Hyderabad,NOTA,None of the Above,5653,0.64,Lost
Telangana,Karimnagar,Ponnam Prabhaker,Indian National Congress,179258,15.62,Lost
Telangana,Karimnagar,BANDI SANJAY KUMAR,Bharatiya Janata Party,498276,43.42,Lost
Telangana,Karimnagar,BOIANAPALLI VINOD KUMAR,Telangana Rashtra Samithi,408768,35.62,Lost
Telangana,Karimnagar,VENKANNA ANAGANDULA,Bahujan Samaj Party,9764,0.85,Lost
Telangana,Karimnagar,ANILKUMAR CHINTHA,Pyramid Party of India,1269,0.11,Lost
Telangana,Karimnagar,AILA PRASANNA,Anti Corruption Dynamic Party,1459,0.13,Lost
Telangana,Karimnagar,PALLE PRASHANTH,Jai Swaraj Party,1056,0.09,Lost
Telangana,Karimnagar,REDDY VENUGOPAL,Samajwadi Forward Bloc,1431,0.12,Lost
Telangana,Karimnagar,KOTA SHYAMKUMAR,Independent,1454,0.13,Lost
Telangana,Karimnagar,GANGARAPU THIRUPATHI,Independent,1814,0.16,Lost
Telangana,Karimnagar,CHILIVERU SRIKANTH,Independent,3470,0.3,Lost
Telangana,Karimnagar,DURVASA REDDY PAKALA,Independent,11637,1.01,Lost
Telangana,Karimnagar,PABBA BHANU LAXMAN,Independent,6385,0.56,Lost
Telangana,Karimnagar,MUKKISA RATHNAKAR REDDY,Independent,5851,0.51,Lost
Telangana,Karimnagar,RAMESHBABU SHANIGARAPU,Independent,7826,0.68,Lost
Telangana,Karimnagar,NOTA,None of the Above,7979,0.7,Lost
Telangana,Khammam,DEVAKI VASUDEVA RAO,Bharatiya Janata Party,20488,1.8,Lost
Telangana,Khammam,NAMA NAGESWR RAO,Telangana Rashtra Samithi,567459,49.78,Lost
Telangana,Khammam,Boda Venkat,Communist Party of India (Marxist),57102,5.01,Lost
Telangana,Khammam,RENUKA CHOWDHURY,Indian National Congress,399397,35.04,Lost
Telangana,Khammam,UMAMAHESWARA RAO CHERUKUPALLI,Telangana Yuva Shakti,3407,0.3,Lost
Telangana,Khammam,KATTA SRINIVAS,Yekikrutha Sankshema Rashtriya Praja Party,1320,0.12,Lost
Telangana,Khammam,GOPOJU RAMESH BABU,Telangana Communist Party of India,1660,0.15,Lost
Telangana,Khammam,NARALA SATYANARAYANA,Janasena Party,19315,1.69,Lost
Telangana,Khammam,NAGESWARA RAO LAKAVATH,Bahujan Mukti Party,1030,0.09,Lost
Telangana,Khammam,VENKATESWAR RAO PULLAKHANDAM,Pyramid Party of India,969,0.09,Lost
Telangana,Khammam,ANIL KUMAR MADDINENI,Independent,872,0.08,Lost
Telangana,Khammam,AVUTAPALLI RAMBABU,Independent,1154,0.1,Lost
Telangana,Khammam,KOPPULA SREENIVASARAO,Independent,1797,0.16,Lost
Telangana,Khammam,GUGULOTHU RAMESH,Independent,2485,0.22,Lost
Telangana,Khammam,GOKINAPALLI VENKATESWAR RAO,Independent,11520,1.01,Lost
Telangana,Khammam,GOPAGANI SHANKARA RAO,Independent,9949,0.87,Lost
Telangana,Khammam,DUNUKU VELADRI,Independent,1506,0.13,Lost
Telangana,Khammam,PARSAGANI NAGESWARA RAO,Independent,10148,0.89,Lost
Telangana,Khammam,PALVANCHA RAMARAO,Independent,2739,0.24,Lost
Telangana,Khammam,BHANALA LAXMANA CHARY,Independent,4704,0.41,Lost
Telangana,Khammam,MUTYAM ARJUNA RAJU,Independent,2220,0.19,Lost
Telangana,Khammam,LAXMA NAIK BANOTH,Independent,734,0.06,Lost
Telangana,Khammam,SANJEEVA RAO NAKIRIKANTI,Independent,2024,0.18,Lost
Telangana,Khammam,NOTA,None of the Above,15832,1.39,Lost
Telangana,Mahabubabad,Kalluri. Venkateswara Rao.,Communist Party of India,45719,4.65,Lost
Telangana,Mahabubabad,Kavitha Malothu,Telangana Rashtra Samithi,462109,46.98,Lost
Telangana,Mahabubabad,Jatothu Hussain,Bharatiya Janata Party,25487,2.59,Lost
Telangana,Mahabubabad,Balaram Naik Porika,Indian National Congress,315446,32.07,Lost
Telangana,Mahabubabad,Arun Kumar Mypathi,Telangana Jana Samithi,57073,5.8,Lost
Telangana,Mahabubabad,B. Parvathi,Pyramid Party of India,2302,0.23,Lost
Telangana,Mahabubabad,Balsingh Daravath,Bhartiya Anarakshit Party,5908,0.6,Lost
Telangana,Mahabubabad,"Bhaskar Naik Bhukya. Dr,,",Janasena Party,9811,1.0,Lost
Telangana,Mahabubabad,Uke Kousalya.,Independent,11058,1.12,Lost
Telangana,Mahabubabad,Kalthi Yarraiah,Independent,3851,0.39,Lost
Telangana,Mahabubabad,Palvancha. Durga.,Independent,3213,0.33,Lost
Telangana,Mahabubabad,Balu Nayak Bhukya,Independent,14866,1.51,Lost
Telangana,Mahabubabad,Mokalla. Murali Krishna.,Independent,6666,0.68,Lost
Telangana,Mahabubabad,Vaditya Shriram Naik,Independent,5944,0.6,Lost
Telangana,Mahabubabad,NOTA,None of the Above,14082,1.43,Lost
Telangana,Mahbubnagar,ARUNA D.K,Bharatiya Janata Party,333573,33.88,Lost
Telangana,Mahbubnagar,CHALLA VAMSHI CHAND REDDY,Indian National Congress,193631,19.67,Lost
Telangana,Mahbubnagar,MANNE SRINIVAS REDDY,Telangana Rashtra Samithi,411402,41.78,Lost
Telangana,Mahbubnagar,IMRAN AHMED KHAN,Ambedkar National Congress,4462,0.45,Lost
Telangana,Mahbubnagar,V. DASRAM NAYAK,Bahujan Mukti Party,2482,0.25,Lost
Telangana,Mahbubnagar,E. Shivadurgavaraprasad Reddy,Indian Rakshaka Nayakudu Party,2012,0.2,Lost
Telangana,Mahbubnagar,Azeez Khan M.A.,Independent,1499,0.15,Lost
Telangana,Mahbubnagar,Imtiyaz Ahamad,Independent,8495,0.86,Lost
Telangana,Mahbubnagar,JORIGHA VISHWESHWAR,Independent,2471,0.25,Lost
Telangana,Mahbubnagar,D. Thimmappa,Independent,3489,0.35,Lost
Telangana,Mahbubnagar,POLA PRASHANTH KUMAR,Independent,5783,0.59,Lost
Telangana,Mahbubnagar,Munnurukapu Gopal Reddy,Independent,4735,0.48,Lost
Telangana,Mahbubnagar,NOTA,None of the Above,10600,1.08,Lost
Telangana,Malkajgiri,ANUMULA REVANTH REDDY,Indian National Congress,603748,38.63,Lost
Telangana,Malkajgiri,RAJASHEKAR REDDY MARRI,Telangana Rashtra Samithi,592829,37.93,Lost
Telangana,Malkajgiri,RAMCHANDER RAO NARAPARAJU,Bharatiya Janata Party,304282,19.47,Lost
Telangana,Malkajgiri,CHAMAKURA RAJAIAH,Social Justice Party of India,1351,0.09,Lost
Telangana,Malkajgiri,DHARMASANAM BHANUMURTHY,Praja Satta Party,720,0.05,Lost
Telangana,Malkajgiri,BALAMANI BURU,India Praja Bandhu Party,1236,0.08,Lost
Telangana,Malkajgiri,MAHENDER REDDY BONGUNOORI,Janasena Party,28420,1.82,Lost
Telangana,Malkajgiri,CHALIKA CHANDRA SEKHAR,Independent,1180,0.08,Lost
Telangana,Malkajgiri,THIRUPATAIAH ENDURAM,Independent,3750,0.24,Lost
Telangana,Malkajgiri,DONTHULA BIKSHAPATHI,Independent,3308,0.21,Lost
Telangana,Malkajgiri,RAJENDER PONNALA,Independent,2680,0.17,Lost
Telangana,Malkajgiri,SAI KIRAN GONE,Independent,1664,0.11,Lost
Telangana,Malkajgiri,NOTA,None of the Above,17895,1.14,Lost
Telangana,Medak,Anil Kumar Gali,Indian National Congress,279621,24.31,Lost
Telangana,Medak,Kotha Prabhakar Reddy,Telangana Rashtra Samithi,596048,51.82,Lost
Telangana,Medak,Madavaneni Raghunandan Rao,Bharatiya Janata Party,201567,17.52,Lost
Telangana,Medak,Bharatesh,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),2445,0.21,Lost
Telangana,Medak,Madhava Reddy Gari Hanmantha Reddy,Shivsena,2624,0.23,Lost
Telangana,Medak,Merige Santhosh Reddy,Pyramid Party of India,1483,0.13,Lost
Telangana,Medak,Kallu Narsimlu Goud,Independent,3523,0.31,Lost
Telangana,Medak,Gajabhinkar Bansilal,Independent,14711,1.28,Lost
Telangana,Medak,Thummalapally Pruthviraj,Independent,18813,1.64,Lost
Telangana,Medak,Bangaru Krishna,Independent,13998,1.22,Lost
Telangana,Medak,NOTA,None of the Above,15390,1.34,Lost
Telangana,Nagarkurnool,POTHUGANTI RAMULU,Telangana Rashtra Samithi,499672,50.48,Lost
Telangana,Nagarkurnool,DR MALLU RAVI,Indian National Congress,309924,31.31,Lost
Telangana,Nagarkurnool,B YOSEF,Bahujan Samaj Party,12474,1.26,Lost
Telangana,Nagarkurnool,SHRUTHI BANGARU ALIAS BANGARU SHRUTHI,Bharatiya Janata Party,129021,13.03,Lost
Telangana,Nagarkurnool,V AMARNATH,India Praja Bandhu Party,2015,0.2,Lost
Telangana,Nagarkurnool,GADDAM VIJAY,Bahujan Mukti Party,1750,0.18,Lost
Telangana,Nagarkurnool,KARVANGA SHARATH,Independent,1852,0.19,Lost
Telangana,Nagarkurnool,CHARAGONDA KRISHNAMMA,Independent,2276,0.23,Lost
Telangana,Nagarkurnool,PRABHUDAS BANDARU THUMU,Independent,3466,0.35,Lost
Telangana,Nagarkurnool,BAAKI RENUKA,Independent,3960,0.4,Lost
Telangana,Nagarkurnool,SRINIVAS BUDDULA,Independent,9912,1.0,Lost
Telangana,Nagarkurnool,NOTA,None of the Above,13525,1.37,Lost
Telangana,Nalgonda,UTTAM KUMAR REDDY NALAMADA,Indian National Congress,526028,44.74,Lost
Telangana,Nalgonda,GARLAPATI JITHENDRA KUMAR,Bharatiya Janata Party,52709,4.48,Lost
Telangana,Nalgonda,MALLU LAXMI,Communist Party of India (Marxist),25089,2.13,Lost
Telangana,Nalgonda,VEMIREDDY NARASIMHA REDDY,Telangana Rashtra Samithi,500346,42.56,Lost
Telangana,Nalgonda,AKULA PAUL,Pyramid Party of India,3225,0.27,Lost
Telangana,Nalgonda,KATRAVATH VENKATESH,Bahujan Mukti Party,1679,0.14,Lost
Telangana,Nalgonda,JANAIAH NANDIPATI,Telangana Sakalajanula Party,1048,0.09,Lost
Telangana,Nalgonda,MEKALA SATHEESH REDDY,Janasena Party,11288,0.96,Lost
Telangana,Nalgonda,LALU NAIK RAMAVATH,Bahujana Raajyam Party (Phule Ambedkar),1008,0.09,Lost
Telangana,Nalgonda,LITHESH SUNKARI,Social Justice Party of India,1053,0.09,Lost
Telangana,Nalgonda,SOLIPURAM VENUGOPAL REDDY,Ambedkar National Congress,1124,0.1,Lost
Telangana,Nalgonda,KARAMTOTHU MANGTHA,Independent,1897,0.16,Lost
Telangana,Nalgonda,KIRAN VANGAPALLI,Independent,3366,0.29,Lost
Telangana,Nalgonda,JAKKULA NAVEEN YADAV,Independent,3098,0.26,Lost
Telangana,Nalgonda,THAGULLA JANARDHAN,Independent,1830,0.16,Lost
Telangana,Nalgonda,THANDU UPENDAR,Independent,4175,0.36,Lost
Telangana,Nalgonda,NAKIRIKANTI. CHITTEMMA,Independent,4965,0.42,Lost
Telangana,Nalgonda,POLISHETTY VENKATESHWARLU,Independent,824,0.07,Lost
Telangana,Nalgonda,BANDARU NAGARAJU,Independent,557,0.05,Lost
Telangana,Nalgonda,MADHU SAPAVATH,Independent,2517,0.21,Lost
Telangana,Nalgonda,MARRI. NEHEMIAH,Independent,1046,0.09,Lost
Telangana,Nalgonda,MARAM VENKAT REDDY,Independent,8585,0.73,Lost
Telangana,Nalgonda,MEKALA VENKANNA,Independent,2010,0.17,Lost
Telangana,Nalgonda,RAMESH SUNKARA,Independent,1235,0.11,Lost
Telangana,Nalgonda,ROYYALA. SRINIVASULU,Independent,5376,0.46,Lost
Telangana,Nalgonda,LINGIDI VENKATESWARLU,Independent,1422,0.12,Lost
Telangana,Nalgonda,SREENU VADTHYA,Independent,2643,0.22,Lost
Telangana,Nalgonda,NOTA,None of the Above,5560,0.47,Lost
Telangana,Nizamabad,ARVIND DHARMAPURI,Bharatiya Janata Party,480584,45.22,Lost
Telangana,Nizamabad,KALVAKUNTLA KAVITHA,Telangana Rashtra Samithi,409709,38.55,Lost
Telangana,Nizamabad,MADHU GOUD YASKHI,Indian National Congress,69240,6.52,Lost
Telangana,Nizamabad,ANJAIAH KONDANI,Pyramid Party of India,1229,0.12,Lost
Telangana,Nizamabad,BATHNATHE SHANKAR,Janasena Party,2023,0.19,Lost
Telangana,Nizamabad,ROTTE CHAKRADHAR SHARMA,Samajwadi Forward Bloc,495,0.05,Lost
Telangana,Nizamabad,S. SAGAR,Bahujan Mukti Party,757,0.07,Lost
Telangana,Nizamabad,ANJAIAH,Independent,325,0.03,Lost
Telangana,Nizamabad,AYILENI VIKRAM REDDY,Independent,734,0.07,Lost
Telangana,Nizamabad,ALLOORI ANIL KUMAR,Independent,416,0.04,Lost
Telangana,Nizamabad,ALLURI LIMBA REDDY,Independent,662,0.06,Lost
Telangana,Nizamabad,AKULA HANMANDLU,Independent,1610,0.15,Lost
Telangana,Nizamabad,ARE SAYANNA,Independent,851,0.08,Lost
Telangana,Nizamabad,ARMOOR SAGAR,Independent,1092,0.1,Lost
Telangana,Nizamabad,ASLI GANESH,Independent,2648,0.25,Lost
Telangana,Nizamabad,IPPA LACHANNA,Independent,6096,0.57,Lost
Telangana,Nizamabad,URUMALLA LAXMA REDDY,Independent,1673,0.16,Lost
Telangana,Nizamabad,ADAMALA RAVINDHAR REDDY,Independent,1035,0.1,Lost
Telangana,Nizamabad,ELETI MOHAN REDDY,Independent,366,0.03,Lost
Telangana,Nizamabad,ELETI MALLA REDDY,Independent,243,0.02,Lost
Telangana,Nizamabad,ALETI RAJAREDDY,Independent,1189,0.11,Lost
Telangana,Nizamabad,ANUGU THIRUMAL,Independent,366,0.03,Lost
Telangana,Nizamabad,ENUGU MALLESH,Independent,233,0.02,Lost
Telangana,Nizamabad,ENUGU RAJESHWER,Independent,238,0.02,Lost
Telangana,Nizamabad,ENUGU SHANKER,Independent,1365,0.13,Lost
Telangana,Nizamabad,ELETI LAXMA REDDY,Independent,337,0.03,Lost
Telangana,Nizamabad,ELETI SANJEEV REDDY,Independent,250,0.02,Lost
Telangana,Nizamabad,N. OMKAR REDDY,Independent,1142,0.11,Lost
Telangana,Nizamabad,KANDUKALA SHIVA KUMAR GOUD,Independent,329,0.03,Lost
Telangana,Nizamabad,KANAKA PRAMOD,Independent,494,0.05,Lost
Telangana,Nizamabad,KATIPELLY KUMAR,Independent,1439,0.14,Lost
Telangana,Nizamabad,KATIPELLY RAMESH,Independent,2535,0.24,Lost
Telangana,Nizamabad,KAMAREDDY SANTOSH,Independent,625,0.06,Lost
Telangana,Nizamabad,A. KARTHIK,Independent,351,0.03,Lost
Telangana,Nizamabad,KUNTA NARAYANA REDDY,Independent,241,0.02,Lost
Telangana,Nizamabad,KUMBALA SANJEEVA REDDY,Independent,286,0.03,Lost
Telangana,Nizamabad,KONDHAPURAM NARSAIAH,Independent,2089,0.2,Lost
Telangana,Nizamabad,KOMMULA BUCHI REDDY,Independent,183,0.02,Lost
Telangana,Nizamabad,KOLA VENKATESH,Independent,209,0.02,Lost
Telangana,Nizamabad,KONGARI SANJEEV,Independent,133,0.01,Lost
Telangana,Nizamabad,KOTTALA MAHENDHER,Independent,199,0.02,Lost
Telangana,Nizamabad,A. GANGADHAR,Independent,422,0.04,Lost
Telangana,Nizamabad,N. GANGARAM,Independent,281,0.03,Lost
Telangana,Nizamabad,GANGA REDDY M,Independent,318,0.03,Lost
Telangana,Nizamabad,R. GANGAREDDY,Independent,352,0.03,Lost
Telangana,Nizamabad,M. GANGAREDDY,Independent,353,0.03,Lost
Telangana,Nizamabad,K. GANGA REDDY,Independent,844,0.08,Lost
Telangana,Nizamabad,G. C. GANGAREDDY,Independent,936,0.09,Lost
Telangana,Nizamabad,P. GANGA REDDY,Independent,459,0.04,Lost
Telangana,Nizamabad,GANGASARAM RAJA REDDY,Independent,458,0.04,Lost
Telangana,Nizamabad,GAJJALA SAI PRASAD,Independent,203,0.02,Lost
Telangana,Nizamabad,GADKOLE RAMESH,Independent,878,0.08,Lost
Telangana,Nizamabad,GADDAM GANGAREDDY,Independent,173,0.02,Lost
Telangana,Nizamabad,GADDAM THIRUPATHI,Independent,257,0.02,Lost
Telangana,Nizamabad,GADDAM PURUSHOTHAM,Independent,125,0.01,Lost
Telangana,Nizamabad,GADDAM MOHAN,Independent,128,0.01,Lost
Telangana,Nizamabad,GADDAM RAJENDHARREDDY,Independent,115,0.01,Lost
Telangana,Nizamabad,GADDAM RAJESHWAR,Independent,536,0.05,Lost
Telangana,Nizamabad,GUNDETI SRINIVAS,Independent,175,0.02,Lost
Telangana,Nizamabad,GUJJULA RAMESH,Independent,150,0.01,Lost
Telangana,Nizamabad,GURADI SRINIVAS,Independent,167,0.02,Lost
Telangana,Nizamabad,GOSKULA MAHESH BABU,Independent,254,0.02,Lost
Telangana,Nizamabad,CHINTHALAPELLY GANGA REDDY,Independent,255,0.02,Lost
Telangana,Nizamabad,CHINTHALAPELLY MOHAN,Independent,797,0.07,Lost
Telangana,Nizamabad,CHINTHALAPELLY RAGHUPATHI REDDY,Independent,676,0.06,Lost
Telangana,Nizamabad,CHINNAIAH MUKKERA,Independent,560,0.05,Lost
Telangana,Nizamabad,J. CHINNA REDDY,Independent,512,0.05,Lost
Telangana,Nizamabad,CHILKURI GANGANNA,Independent,184,0.02,Lost
Telangana,Nizamabad,M. JEEVAN REDDY,Independent,212,0.02,Lost
Telangana,Nizamabad,JAIDI CHINNA GANGARAM,Independent,153,0.01,Lost
Telangana,Nizamabad,TANKASALA VINAY,Independent,170,0.02,Lost
Telangana,Nizamabad,DABBA RAJA REDDY,Independent,312,0.03,Lost
Telangana,Nizamabad,TALARI SUMAN,Independent,258,0.02,Lost
Telangana,Nizamabad,THIRUPATHI REDDY PANNALA,Independent,284,0.03,Lost
Telangana,Nizamabad,THEEGALA ASHOK REDDY,Independent,489,0.05,Lost
Telangana,Nizamabad,THEEGALA TIRUPATHI REDDY,Independent,399,0.04,Lost
Telangana,Nizamabad,THEEGALA RAJESHWAR,Independent,215,0.02,Lost
Telangana,Nizamabad,THEETLA ANIL,Independent,351,0.03,Lost
Telangana,Nizamabad,TUMMALA NAVEEN,Independent,710,0.07,Lost
Telangana,Nizamabad,TURAGA NARSAREDDY,Independent,920,0.09,Lost
Telangana,Nizamabad,TURPU PEDDA GANGARAM,Independent,2172,0.2,Lost
Telangana,Nizamabad,THOTA SRINIVAS,Independent,2467,0.23,Lost
Telangana,Nizamabad,THORTHI GANGA REDDY,Independent,548,0.05,Lost
Telangana,Nizamabad,K. DIVAKAR,Independent,338,0.03,Lost
Telangana,Nizamabad,DEVANNA PINDI,Independent,213,0.02,Lost
Telangana,Nizamabad,DODDI KINDI LINGAREDDY,Independent,211,0.02,Lost
