State,Constituency,Candidate,Party,Total Votes,% of Votes,Result
Tamil Nadu,Ramanathapuram,JAWAHIRALI. H,Independent,2296,0.22,Lost
Tamil Nadu,Ramanathapuram,JEYAPANDIAN. R,Independent,1405,0.13,Lost
Tamil Nadu,Ramanathapuram,NOTA,None of the Above,7595,0.71,Lost
Tamil Nadu,Salem,SADAIYAN.M,Bahujan Samaj Party,3543,0.28,Lost
Tamil Nadu,Salem,SARAVANAN.K.R.S,All India Anna Dravida Munnetra Kazhagam,459376,36.59,Lost
Tamil Nadu,Salem,PARTHIBAN.S.R,Dravida Munnetra Kazhagam,606302,48.29,Lost
Tamil Nadu,Salem,SILAMBARASAN.C,Tamil Nadu Ilangyar Katchi,4563,0.36,Lost
Tamil Nadu,Salem,PRABHU MANIKANDAN.M,Makkal Needhi Maiam,58662,4.67,Lost
Tamil Nadu,Salem,MOHAN.P,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),777,0.06,Lost
Tamil Nadu,Salem,RASA.A,Naam Tamilar Katchi,33890,2.7,Lost
Tamil Nadu,Salem,AHAMED SHAHJAHAN.M,Independent,1369,0.11,Lost
Tamil Nadu,Salem,KALAIMANNAN.C,Independent,636,0.05,Lost
Tamil Nadu,Salem,SIVARAMAN.S,Independent,4273,0.34,Lost
Tamil Nadu,Salem,SURULIVEL.N.K,Independent,1102,0.09,Lost
Tamil Nadu,Salem,SELVAM.S.K,Independent,52332,4.17,Lost
Tamil Nadu,Salem,TAMILARASAN.T,Independent,1148,0.09,Lost
Tamil Nadu,Salem,NATARAJAN.C,Independent,1679,0.13,Lost
Tamil Nadu,Salem,PRAVINA.G,Independent,1461,0.12,Lost
Tamil Nadu,Salem,MANIMARAN.C,Independent,1991,0.16,Lost
Tamil Nadu,Salem,MADESWARAN.S,Independent,773,0.06,Lost
Tamil Nadu,Salem,MURTHY KAMARAJAR.M,Independent,1465,0.12,Lost
Tamil Nadu,Salem,RAVI.A,Independent,1556,0.12,Lost
Tamil Nadu,Salem,RAMACHANDRAN.K.T,Independent,440,0.04,Lost
Tamil Nadu,Salem,RAJA.A,Independent,450,0.04,Lost
Tamil Nadu,Salem,HARIHARAN.K,Independent,541,0.04,Lost
Tamil Nadu,Salem,NOTA,None of the Above,17130,1.36,Lost
Tamil Nadu,Sivaganga,KARTI P CHIDAMBARAM,Indian National Congress,566104,52.2,Lost
Tamil Nadu,Sivaganga,SARAVANAN.K,Bahujan Samaj Party,5079,0.47,Lost
Tamil Nadu,Sivaganga,H.RAJA,Bharatiya Janata Party,233860,21.56,Lost
Tamil Nadu,Sivaganga,V.SAKTHI PRIYA,Naam Tamilar Katchi,72240,6.66,Lost
Tamil Nadu,Sivaganga,KAVINGNAR SNEKAN,Makkal Needhi Maiam,22931,2.11,Lost
Tamil Nadu,Sivaganga,ARIMALAM THIAGI.SUBRAMANIAN MUTHURAJA,Agila India Makkal Kazhagam,1283,0.12,Lost
Tamil Nadu,Sivaganga,M.PRABHAKARAN,Tamil Nadu Ilangyar Katchi,1231,0.11,Lost
Tamil Nadu,Sivaganga,A.VELLADURAI,Ezhuchi Tamilargal Munnetra Kazhagam,2553,0.24,Lost
Tamil Nadu,Sivaganga,A.ANTONY SESU RAJA,Independent,1191,0.11,Lost
Tamil Nadu,Sivaganga,L.KASINATHAN,Independent,1789,0.16,Lost
Tamil Nadu,Sivaganga,N.KARTHICK,Independent,1422,0.13,Lost
Tamil Nadu,Sivaganga,C.SARAVANAN,Independent,2097,0.19,Lost
Tamil Nadu,Sivaganga,SINGADURAI.R,Independent,3976,0.37,Lost
Tamil Nadu,Sivaganga,C.CHIDAMBARAM,Independent,1261,0.12,Lost
Tamil Nadu,Sivaganga,M.CHINNAIAH,Independent,1248,0.12,Lost
Tamil Nadu,Sivaganga,SENTHAMILSELVI.R,Independent,3453,0.32,Lost
Tamil Nadu,Sivaganga,SENTHIL KUMAR.C,Independent,4690,0.43,Lost
Tamil Nadu,Sivaganga,K.CHELLAKKANNU,Independent,3952,0.36,Lost
Tamil Nadu,Sivaganga,P.SELVARAJ,Independent,2485,0.23,Lost
Tamil Nadu,Sivaganga,R.NATARAJAN,Independent,1284,0.12,Lost
Tamil Nadu,Sivaganga,V.PANDI,Independent,122534,11.3,Lost
Tamil Nadu,Sivaganga,M.MOHAMMED RABEEK,Independent,1441,0.13,Lost
Tamil Nadu,Sivaganga,A.RADHA KRISHNAN,Independent,905,0.08,Lost
Tamil Nadu,Sivaganga,M.RAJASEKAR,Independent,2140,0.2,Lost
Tamil Nadu,Sivaganga,M.RAJA,Independent,2869,0.26,Lost
Tamil Nadu,Sivaganga,P.RAJENDHIRAN,Independent,11167,1.03,Lost
Tamil Nadu,Sivaganga,NOTA,None of the Above,9283,0.86,Lost
Tamil Nadu,Sriperumbudur,Antony.M,Bahujan Samaj Party,6808,0.48,Lost
Tamil Nadu,Sriperumbudur,Baalu.T.R.,Dravida Munnetra Kazhagam,793281,56.39,Lost
Tamil Nadu,Sriperumbudur,Godwin Shadrach S R,Tamizhaga Murpokku Makkal Katchi,3599,0.26,Lost
Tamil Nadu,Sriperumbudur,Palanivel.K,Communist Party of India (Marxist-Leninist) (Liberation),2618,0.19,Lost
Tamil Nadu,Sriperumbudur,Mahendran.H,Naam Tamilar Katchi,84979,6.04,Lost
Tamil Nadu,Sriperumbudur,Rajasekaran S,Anti Corruption Dynamic Party,13746,0.98,Lost
Tamil Nadu,Sriperumbudur,Vaithilingam A,Pattali Makkal Katchi,285326,20.28,Lost
Tamil Nadu,Sriperumbudur,Sridhar M,Makkal Needhi Maiam,135525,9.63,Lost
Tamil Nadu,Sriperumbudur,Anantharaman R K,Independent,941,0.07,Lost
Tamil Nadu,Sriperumbudur,Ayodhi L,Independent,4050,0.29,Lost
Tamil Nadu,Sriperumbudur,Indian.P.N.K.,Independent,1185,0.08,Lost
Tamil Nadu,Sriperumbudur,Sasikumar A,Independent,804,0.06,Lost
Tamil Nadu,Sriperumbudur,Singarajan S P,Independent,738,0.05,Lost
Tamil Nadu,Sriperumbudur,Tambaram Narayanan G,Independent,41497,2.95,Lost
Tamil Nadu,Sriperumbudur,Muthumaran K,Independent,1371,0.1,Lost
Tamil Nadu,Sriperumbudur,Raja Marimuthu,Independent,2268,0.16,Lost
Tamil Nadu,Sriperumbudur,Vasanthi S,Independent,2018,0.14,Lost
Tamil Nadu,Sriperumbudur,Viruthagiri A,Independent,1800,0.13,Lost
Tamil Nadu,Sriperumbudur,Vaithiyalingam R,Independent,885,0.06,Lost
Tamil Nadu,Sriperumbudur,NOTA,None of the Above,23343,1.66,Lost
Tamil Nadu,Tenkasi,Dr.KRISHNASAMY.K,All India Anna Dravida Munnetra Kazhagam,355870,33.4,Lost
Tamil Nadu,Tenkasi,DHANUSH.M.KUMAR,Dravida Munnetra Kazhagam,476156,44.69,Lost
Tamil Nadu,Tenkasi,MATHIVANAN.S.S,Naam Tamilar Katchi,59445,5.58,Lost
Tamil Nadu,Tenkasi,MUNESHWARAN. K,Makkal Needhi Maiam,24023,2.25,Lost
Tamil Nadu,Tenkasi,RAVI. K,Anti Corruption Dynamic Party,1194,0.11,Lost
Tamil Nadu,Tenkasi,SIVAJAYAPRAKASH.S,Independent,1947,0.18,Lost
Tamil Nadu,Tenkasi,SUNDARAM.N,Independent,1490,0.14,Lost
Tamil Nadu,Tenkasi,SUBBIAH. S,Independent,808,0.08,Lost
Tamil Nadu,Tenkasi,SURIYARAGUPATHI. T,Independent,3002,0.28,Lost
Tamil Nadu,Tenkasi,SELVAKUMAR. M,Independent,2230,0.21,Lost
Tamil Nadu,Tenkasi,THANGARAJ. C,Independent,727,0.07,Lost
Tamil Nadu,Tenkasi,DHANUSKODI.P,Independent,1245,0.12,Lost
Tamil Nadu,Tenkasi,THAMARAI SELVAM. K,Independent,1473,0.14,Lost
Tamil Nadu,Tenkasi,DEEPAN ARUN.A,Independent,1965,0.18,Lost
Tamil Nadu,Tenkasi,PALANI SAMY.S,Independent,2950,0.28,Lost
Tamil Nadu,Tenkasi,BHARATHARAJ. S,Independent,4226,0.4,Lost
Tamil Nadu,Tenkasi,PERUMALSAMY. S,Independent,4334,0.41,Lost
Tamil Nadu,Tenkasi,PONNUSAMY.R,Independent,3306,0.31,Lost
Tamil Nadu,Tenkasi,PONNUTHAI.G,Independent,2427,0.23,Lost
Tamil Nadu,Tenkasi,PONNUTHAI. S,Independent,92116,8.64,Lost
Tamil Nadu,Tenkasi,PONNUTHAI. M,Independent,1129,0.11,Lost
Tamil Nadu,Tenkasi,PONNUTHAI.M,Independent,4733,0.44,Lost
Tamil Nadu,Tenkasi,MUTHUMURUGAN. M,Independent,1734,0.16,Lost
Tamil Nadu,Tenkasi,MOORTHY. D,Independent,1985,0.19,Lost
Tamil Nadu,Tenkasi,VAIRAVAN. P,Independent,998,0.09,Lost
Tamil Nadu,Tenkasi,NOTA,None of the Above,14056,1.32,Lost
Tamil Nadu,Thanjavur,"PALANIMANICKAM,S.S.",Dravida Munnetra Kazhagam,588978,55.6,Lost
Tamil Nadu,Thanjavur,"STALIN,R.",Bahujan Samaj Party,5856,0.55,Lost
Tamil Nadu,Thanjavur,"KRISHNAKUMAR,N.",Naam Tamilar Katchi,57924,5.47,Lost
Tamil Nadu,Thanjavur,SAMPATH RAMADOSS,Makkal Needhi Maiam,23477,2.22,Lost
Tamil Nadu,Thanjavur,"NATARAJAN,N.R .",Tamil Maanila Congress (Moopanar),220849,20.85,Lost
Tamil Nadu,Thanjavur,"PANASAIARANGAN,K.N.",Desiya Makkal Sakthi Katchi,2041,0.19,Lost
Tamil Nadu,Thanjavur,"ABDULBUHARI,K .",Independent,1244,0.12,Lost
Tamil Nadu,Thanjavur,"SAMANTHA,K.S.",Independent,2643,0.25,Lost
Tamil Nadu,Thanjavur,"SELVARAJ,R .",Independent,28274,2.67,Lost
Tamil Nadu,Thanjavur,"MUTHUVEL,S .",Independent,4509,0.43,Lost
Tamil Nadu,Thanjavur,"MURUGESAN, P.",Independent,102871,9.71,Lost
Tamil Nadu,Thanjavur,"VIJAYAKUMAR,T.",Independent,5452,0.51,Lost
Tamil Nadu,Thanjavur,NOTA,None of the Above,15105,1.43,Lost
Tamil Nadu,Theni,"ARUMUGAM, S.",Bahujan Samaj Party,3770,0.32,Lost
Tamil Nadu,Theni,"ELANGOVAN, E.V.K.S.",Indian National Congress,428120,36.48,Lost
Tamil Nadu,Theni,"RAVEENDRANATH KUMAR, P",All India Anna Dravida Munnetra Kazhagam,504813,43.02,Lost
Tamil Nadu,Theni,"ALLIKKODI, P.",Samajwadi Forward Bloc,4044,0.34,Lost
Tamil Nadu,Theni,SHAGUL HAMEED,Naam Tamilar Katchi,27864,2.37,Lost
Tamil Nadu,Theni,"CHINNASATHIYAMOORTHY, T.",SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),2597,0.22,Lost
Tamil Nadu,Theni,"RADHAKRISHNAN, S.",Makkal Needhi Maiam,16879,1.44,Lost
Tamil Nadu,Theni,"RAMARAJ, G.",Ulzaipali Makkal Katchy,779,0.07,Lost
Tamil Nadu,Theni,"ALEXPANDIAN, S.",Independent,3217,0.27,Lost
Tamil Nadu,Theni,ANNAKILI,Independent,5258,0.45,Lost
Tamil Nadu,Theni,"RAVICHANDRAN, K.",Independent,1043,0.09,Lost
Tamil Nadu,Theni,ESWARAN,Independent,803,0.07,Lost
Tamil Nadu,Theni,GUNASINGH,Independent,724,0.06,Lost
Tamil Nadu,Theni,"KUMARAGURUBARAN, P.",Independent,1602,0.14,Lost
Tamil Nadu,Theni,"KESAVARAJA, J.",Independent,1815,0.15,Lost
Tamil Nadu,Theni,"SILAMBARASAN, P.",Independent,4198,0.36,Lost
Tamil Nadu,Theni,"SIVAMUNIYANDI, A.",Independent,1908,0.16,Lost
Tamil Nadu,Theni,"SENTHILKUMAR, J.",Independent,2172,0.19,Lost
Tamil Nadu,Theni,THANGA TAMILSELVAN,Independent,144050,12.28,Lost
Tamil Nadu,Theni,"PARTHIPAN, G.",Independent,1813,0.15,Lost
Tamil Nadu,Theni,"PRAKASH, P.",Independent,839,0.07,Lost
Tamil Nadu,Theni,"MANIMURUGAN, C.",Independent,353,0.03,Lost
Tamil Nadu,Theni,"RAMACHANDRAN, K.",Independent,291,0.02,Lost
Tamil Nadu,Theni,"RAMAMURTHI, S.",Independent,273,0.02,Lost
Tamil Nadu,Theni,"RAJASEKARAN, V.",Independent,274,0.02,Lost
Tamil Nadu,Theni,"RAJARISHIGURUDEV, S.",Independent,614,0.05,Lost
Tamil Nadu,Theni,"RAJKUMAR, P.",Independent,290,0.02,Lost
Tamil Nadu,Theni,"VELMURUGAN, S.P.",Independent,926,0.08,Lost
Tamil Nadu,Theni,"VAIYATHURAI, A.",Independent,1022,0.09,Lost
Tamil Nadu,Theni,"JEYAMANI, K.",Independent,452,0.04,Lost
Tamil Nadu,Theni,NOTA,None of the Above,10686,0.91,Lost
Tamil Nadu,Thiruvallur,R.Anbuchezhian,Bahujan Samaj Party,15187,1.08,Lost
Tamil Nadu,Thiruvallur,Dr.P.Venugopal,All India Anna Dravida Munnetra Kazhagam,410337,29.14,Lost
Tamil Nadu,Thiruvallur,Dr.K.Jayakumar,Indian National Congress,767292,54.49,Lost
Tamil Nadu,Thiruvallur,C.Kalanithi,Anti Corruption Dynamic Party,4162,0.3,Lost
Tamil Nadu,Thiruvallur,D.Ravi Pariyanar,Republican Party of India (A),1760,0.12,Lost
Tamil Nadu,Thiruvallur,Logarangan.M,Makkal Needhi Maiam,73731,5.24,Lost
Tamil Nadu,Thiruvallur,M.VETRISELVI,Naam Tamilar Katchi,65416,4.65,Lost
Tamil Nadu,Thiruvallur,G.Arulraj,Independent,872,0.06,Lost
Tamil Nadu,Thiruvallur,D.Anandaraj,Independent,789,0.06,Lost
Tamil Nadu,Thiruvallur,K.Kamalanathan,Independent,705,0.05,Lost
Tamil Nadu,Thiruvallur,V.Gunasekaran,Independent,908,0.06,Lost
Tamil Nadu,Thiruvallur,K.Chandrasekar,Independent,762,0.05,Lost
Tamil Nadu,Thiruvallur,S.Sargunam,Independent,723,0.05,Lost
Tamil Nadu,Thiruvallur,C.Bharath,Independent,1977,0.14,Lost
Tamil Nadu,Thiruvallur,A.Manikandan,Independent,3126,0.22,Lost
Tamil Nadu,Thiruvallur,Murugesan,Independent,3185,0.23,Lost
Tamil Nadu,Thiruvallur,Pon.Raja,Independent,33944,2.41,Lost
Tamil Nadu,Thiruvallur,N.Vikraman,Independent,1942,0.14,Lost
Tamil Nadu,Thiruvallur,Vijaya .R.,Independent,2368,0.17,Lost
Tamil Nadu,Thiruvallur,G.George,Independent,728,0.05,Lost
Tamil Nadu,Thiruvallur,NOTA,None of the Above,18275,1.3,Lost
Tamil Nadu,Thoothukkudi,KANIMOZHI KARUNANIDHI,Dravida Munnetra Kazhagam,563143,56.81,Lost
Tamil Nadu,Thoothukkudi,"SIVA, V.",Bahujan Samaj Party,2927,0.3,Lost
Tamil Nadu,Thoothukkudi,DR. TAMILISAI SOUNDARARAJAN,Bharatiya Janata Party,215934,21.78,Lost
Tamil Nadu,Thoothukkudi,GABRIEL JAMES FERNANDO,People's Party of India(secular),2549,0.26,Lost
Tamil Nadu,Thoothukkudi,"CHRISTANTINE RAJASEKAR, S.",Naam Tamilar Katchi,49222,4.97,Lost
Tamil Nadu,Thoothukkudi,"PON KUMARAN, T.P.S.",Makkal Needhi Maiam,25702,2.59,Lost
Tamil Nadu,Thoothukkudi,"MAHARAJAN, M.",Pragatishil Samajwadi Party (Lohia),2922,0.29,Lost
Tamil Nadu,Thoothukkudi,"RAJAKUMAR NAIDU, E.V.S.",Tamil Telugu National Party,2516,0.25,Lost
Tamil Nadu,Thoothukkudi,RAJKUMAR POLIAH,Universal Brotherhood Movement,689,0.07,Lost
Tamil Nadu,Thoothukkudi,"JAYA GANESH, D.",Naam Indiar Party,908,0.09,Lost
Tamil Nadu,Thoothukkudi,"GERMANUS, S.",Christian Democratic Front,494,0.05,Lost
Tamil Nadu,Thoothukkudi,"ANTO HILLERY, M.",Independent,924,0.09,Lost
Tamil Nadu,Thoothukkudi,AMALAN RAJIV BONIFAS,Independent,2005,0.2,Lost
Tamil Nadu,Thoothukkudi,"GANESAN, M.",Independent,1453,0.15,Lost
Tamil Nadu,Thoothukkudi,"GURU, K.",Independent,2276,0.23,Lost
Tamil Nadu,Thoothukkudi,"SANKARALINGAM, M.",Independent,3029,0.31,Lost
Tamil Nadu,Thoothukkudi,"SARAVANAN, G.",Independent,2135,0.22,Lost
Tamil Nadu,Thoothukkudi,"SUNMAN, V.",Independent,615,0.06,Lost
Tamil Nadu,Thoothukkudi,"SIVANESWARAN, J.",Independent,5252,0.53,Lost
Tamil Nadu,Thoothukkudi,"SUBHASHINI MALLATHI, R.C.",Independent,8109,0.82,Lost
Tamil Nadu,Thoothukkudi,"SELVIN, B.",Independent,929,0.09,Lost
Tamil Nadu,Thoothukkudi,"SENAI NATARAJAN, R.",Independent,474,0.05,Lost
Tamil Nadu,Thoothukkudi,"BALA MURUGAN, P.",Independent,1699,0.17,Lost
Tamil Nadu,Thoothukkudi,"Er.PRADEEP GANESAN, M.P.",Independent,887,0.09,Lost
Tamil Nadu,Thoothukkudi,"Dr. BHUVANESWARAN, M.",Independent,76866,7.75,Lost
Tamil Nadu,Thoothukkudi,"PONRAJ, S.",Independent,560,0.06,Lost
Tamil Nadu,Thoothukkudi,"PONNUSAMY, M.",Independent,436,0.04,Lost
Tamil Nadu,Thoothukkudi,"MARAKATHA RAGHAVA RAJ, T.",Independent,428,0.04,Lost
Tamil Nadu,Thoothukkudi,"RAMESH, A.",Independent,669,0.07,Lost
Tamil Nadu,Thoothukkudi,"RAVI SANKAR, J.",Independent,487,0.05,Lost
Tamil Nadu,Thoothukkudi,"RAMA KRISHNAN, M.",Independent,473,0.05,Lost
Tamil Nadu,Thoothukkudi,"RAMAKRISHNAN, P.",Independent,1671,0.17,Lost
Tamil Nadu,Thoothukkudi,"RAJALINGAM, M.",Independent,1866,0.19,Lost
Tamil Nadu,Thoothukkudi,"LOURDES, S.",Independent,460,0.05,Lost
Tamil Nadu,Thoothukkudi,"JEYARAJ, A.",Independent,477,0.05,Lost
Tamil Nadu,Thoothukkudi,"JAMES, G.",Independent,407,0.04,Lost
Tamil Nadu,Thoothukkudi,"JASPER GNANA MARTIN, G.",Independent,436,0.04,Lost
Tamil Nadu,Thoothukkudi,NOTA,None of the Above,9234,0.93,Lost
Tamil Nadu,Tiruchirappalli,DR.Elangovan. V,Desiya Murpokku Dravida Kazhagam,161999,15.46,Lost
Tamil Nadu,Tiruchirappalli,Thirunavukkarasar. SU,Indian National Congress,621285,59.28,Lost
Tamil Nadu,Tiruchirappalli,Balamurugan. S,Bahujan Samaj Party,3961,0.38,Lost
Tamil Nadu,Tiruchirappalli,Asaithambi. P,Communist Party of India (Marxist-Leninist) (Liberation),2685,0.26,Lost
Tamil Nadu,Tiruchirappalli,Anandharaja. V,Makkal Needhi Maiam,42134,4.02,Lost
Tamil Nadu,Tiruchirappalli,Easudoss. S,Indian Christian Front,1303,0.12,Lost
Tamil Nadu,Tiruchirappalli,Ganesan. P,Tamil Nadu Ilangyar Katchi,1324,0.13,Lost
Tamil Nadu,Tiruchirappalli,Nachi. S,Desiya Uzhavar Uzhaipalar Kazhagam,2368,0.23,Lost
Tamil Nadu,Tiruchirappalli,Vinoth. V,Naam Tamilar Katchi,65286,6.23,Lost
Tamil Nadu,Tiruchirappalli,Arunachalam. A,Independent,4892,0.47,Lost
Tamil Nadu,Tiruchirappalli,Ganesh. R,Independent,1223,0.12,Lost
Tamil Nadu,Tiruchirappalli,Karuppaiah.C,Independent,1218,0.12,Lost
Tamil Nadu,Tiruchirappalli,Kamaraj. K,Independent,731,0.07,Lost
Tamil Nadu,Tiruchirappalli,Karthik. K.M,Independent,2136,0.2,Lost
Tamil Nadu,Tiruchirappalli,Gopalakrishnan. V,Independent,2532,0.24,Lost
Tamil Nadu,Tiruchirappalli,Shadhik Batcha. A,Independent,3376,0.32,Lost
Tamil Nadu,Tiruchirappalli,Sarubala. R. Thondaiman,Independent,100818,9.62,Lost
Tamil Nadu,Tiruchirappalli,Sundrarajan.P,Independent,3451,0.33,Lost
Tamil Nadu,Tiruchirappalli,Chellaperumal.,Independent,2241,0.21,Lost
Tamil Nadu,Tiruchirappalli,Thirunavukarasu. S,Independent,3669,0.35,Lost
Tamil Nadu,Tiruchirappalli,Durai Benjamin,Independent,876,0.08,Lost
Tamil Nadu,Tiruchirappalli,Pushparaj. K,Independent,1604,0.15,Lost
Tamil Nadu,Tiruchirappalli,Vijayakumar. P,Independent,1354,0.13,Lost
Tamil Nadu,Tiruchirappalli,Jayaram Metha. S,Independent,1159,0.11,Lost
Tamil Nadu,Tiruchirappalli,NOTA,None of the Above,14437,1.38,Lost
Tamil Nadu,Tirunelveli,ESSAKKIAMMAL E,Bahujan Samaj Party,3462,0.33,Lost
Tamil Nadu,Tirunelveli,GNANATHIRAVIAM S,Dravida Munnetra Kazhagam,522623,50.26,Lost
Tamil Nadu,Tirunelveli,PAUL MANOJ PANDIAN,All India Anna Dravida Munnetra Kazhagam,337166,32.43,Lost
Tamil Nadu,Tirunelveli,SATHYA B,Naam Tamilar Katchi,49898,4.8,Lost
Tamil Nadu,Tirunelveli,SIVASANKAR S,Jammu & Kashmir National Panthers Party,1251,0.12,Lost
Tamil Nadu,Tirunelveli,SELVAGANESAN R,United States of India Party,1244,0.12,Lost
Tamil Nadu,Tirunelveli,RAMAKRISHNAN N,Naam Indiar Party,1688,0.16,Lost
Tamil Nadu,Tirunelveli,VENNIMALAI M,Makkal Needhi Maiam,23100,2.22,Lost
Tamil Nadu,Tirunelveli,INDURANI S,Independent,896,0.09,Lost
Tamil Nadu,Tirunelveli,KAMALA KANNAN,Independent,479,0.05,Lost
Tamil Nadu,Tirunelveli,SELVA PRAKASH R,Independent,779,0.07,Lost
Tamil Nadu,Tirunelveli,BAGAVATHIKESAN T,Independent,879,0.08,Lost
Tamil Nadu,Tirunelveli,PAUL SOLOMON PANDIAN,Independent,1407,0.14,Lost
Tamil Nadu,Tirunelveli,MAHARAJAN A,Independent,3940,0.38,Lost
Tamil Nadu,Tirunelveli,MAHARAJAN V,Independent,5137,0.49,Lost
Tamil Nadu,Tirunelveli,MANIKANDAN G,Independent,1958,0.19,Lost
Tamil Nadu,Tirunelveli,MANIKANDAN P,Independent,1084,0.1,Lost
Tamil Nadu,Tirunelveli,MANOHARAN P,Independent,2095,0.2,Lost
Tamil Nadu,Tirunelveli,MURUGESAN S,Independent,3430,0.33,Lost
Tamil Nadu,Tirunelveli,MICHAEL RAYAPPAN S,Independent,62209,5.98,Lost
Tamil Nadu,Tirunelveli,MOHANRAJ A,Independent,630,0.06,Lost
Tamil Nadu,Tirunelveli,RAMASWAMY S,Independent,529,0.05,Lost
Tamil Nadu,Tirunelveli,RAMAMOORTHI B,Independent,586,0.06,Lost
Tamil Nadu,Tirunelveli,RAJIV VICTOR,Independent,628,0.06,Lost
Tamil Nadu,Tirunelveli,RAJKUMAR A,Independent,771,0.07,Lost
Tamil Nadu,Tirunelveli,RATHINASIGAMANI M,Independent,934,0.09,Lost
Tamil Nadu,Tirunelveli,NOTA,None of the Above,10958,1.05,Lost
Tamil Nadu,Tiruppur,"AYYANAR, C.",Bahujan Samaj Party,7321,0.65,Lost
Tamil Nadu,Tiruppur,"ANANDAN, M.S.M.",All India Anna Dravida Munnetra Kazhagam,415357,37.1,Lost
Tamil Nadu,Tiruppur,"SUBBARAYAN, K.",Communist Party of India,508725,45.44,Lost
Tamil Nadu,Tiruppur,"CHANDIRAKUMAR, V.S.",Makkal Needhi Maiam,64657,5.78,Lost
Tamil Nadu,Tiruppur,"JAGANATHAN, P.",Naam Tamilar Katchi,42189,3.77,Lost
Tamil Nadu,Tiruppur,"KATHIRESAN, L.",Independent,3476,0.31,Lost
Tamil Nadu,Tiruppur,"KANAGARAJ, P.",Independent,1520,0.14,Lost
Tamil Nadu,Tiruppur,"KUMAR, D.",Independent,1599,0.14,Lost
Tamil Nadu,Tiruppur,"SENTHILVEL, A.",Independent,1899,0.17,Lost
Tamil Nadu,Tiruppur,"SELVAM, S.R.",Independent,43816,3.91,Lost
Tamil Nadu,Tiruppur,"RAJKUMAR, S.",Independent,4481,0.4,Lost
Tamil Nadu,Tiruppur,"JAGANATHAN, P.",Independent,2683,0.24,Lost
Tamil Nadu,Tiruppur,NOTA,None of the Above,21861,1.95,Lost
Tamil Nadu,Tiruvannamalai,ANNADURAI C N,Dravida Munnetra Kazhagam,666272,57.85,Lost
Tamil Nadu,Tiruvannamalai,AGRI KRISHNAMURTHY S S,All India Anna Dravida Munnetra Kazhagam,362085,31.44,Lost
Tamil Nadu,Tiruvannamalai,BABU B,Bahujan Samaj Party,4124,0.36,Lost
Tamil Nadu,Tiruvannamalai,ARUL R,Makkal Needhi Maiam,14654,1.27,Lost
Tamil Nadu,Tiruvannamalai,KALASTHRI S,All India Uzhavargal Uzhaippalargal Katchi,1999,0.17,Lost
Tamil Nadu,Tiruvannamalai,RAMESHBABU R,Naam Tamilar Katchi,27503,2.39,Lost
Tamil Nadu,Tiruvannamalai,ANNADURAI T S,Independent,937,0.08,Lost
Tamil Nadu,Tiruvannamalai,ANNADURAI S,Independent,1218,0.11,Lost
Tamil Nadu,Tiruvannamalai,ANNADURAI B,Independent,848,0.07,Lost
Tamil Nadu,Tiruvannamalai,ANBALAGAN M,Independent,824,0.07,Lost
Tamil Nadu,Tiruvannamalai,INDIRAMOHAN P,Independent,728,0.06,Lost
Tamil Nadu,Tiruvannamalai,UDHAYAKUMAR P S,Independent,759,0.07,Lost
Tamil Nadu,Tiruvannamalai,AYYAPPAN M,Independent,851,0.07,Lost
Tamil Nadu,Tiruvannamalai,KARUNA S,Independent,1855,0.16,Lost
Tamil Nadu,Tiruvannamalai,KALAIMANI S,Independent,1632,0.14,Lost
Tamil Nadu,Tiruvannamalai,KRISHNAMOORTHY A,Independent,4175,0.36,Lost
Tamil Nadu,Tiruvannamalai,KRISHNAMURTHI R,Independent,4001,0.35,Lost
Tamil Nadu,Tiruvannamalai,SIVAGURURAJ T,Independent,1758,0.15,Lost
Tamil Nadu,Tiruvannamalai,GNANASEKAR A,Independent,38639,3.35,Lost
Tamil Nadu,Tiruvannamalai,PADAVETTAN M,Independent,606,0.05,Lost
Tamil Nadu,Tiruvannamalai,RAGHUNATHAN K,Independent,506,0.04,Lost
Tamil Nadu,Tiruvannamalai,RAJENDIRAN T,Independent,571,0.05,Lost
Tamil Nadu,Tiruvannamalai,VIGNESHWARAN A,Independent,606,0.05,Lost
Tamil Nadu,Tiruvannamalai,VIJAYAN A,Independent,623,0.05,Lost
Tamil Nadu,Tiruvannamalai,VELU R,Independent,1638,0.14,Lost
Tamil Nadu,Tiruvannamalai,NOTA,None of the Above,12317,1.07,Lost
Tamil Nadu,Viluppuram,KALIYAMOORTHY G,Bahujan Samaj Party,3943,0.35,Lost
Tamil Nadu,Viluppuram,RAVIKUMAR D,Dravida Munnetra Kazhagam,559585,49.28,Lost
Tamil Nadu,Viluppuram,ABIRAMI P,Tamil Nadu Ilangyar Katchi,4739,0.42,Lost
Tamil Nadu,Viluppuram,ANBIN POYYAMOZHI S,Makkal Needhi Maiam,17891,1.58,Lost
Tamil Nadu,Viluppuram,PRAKALATHA D,Naam Tamilar Katchi,24609,2.17,Lost
Tamil Nadu,Viluppuram,RAJA S,Agila India Makkal Kazhagam,2532,0.22,Lost
Tamil Nadu,Viluppuram,VADIVEL RAVANAN S,Pattali Makkal Katchi,431517,38.0,Lost
Tamil Nadu,Viluppuram,ARASAN K,Independent,12781,1.13,Lost
